Prompt Number,Model Name,Gravity (Score),Gravity (Explanation),Support and Balance (Score),Support and Balance (Explanation),Containment (Score),Containment (Explanation),Occlusion & Perspective (Score),Occlusion & Perspective (Explanation),Deformation & Materials (Score),Deformation & Materials (Explanation),Causal Logic (Score),Causal Logic (Explanation),Spatial Relationship (Score),Spatial Relationship (Explanation),Object Count (Score),Object Count (Explanation),Object Identity (Score),Object Identity (Explanation),Size & Proportion (Score),Size & Proportion (Explanation),Consistency (Score),Consistency (Explanation),"Shadows, Lighting, Detail (Score)","Shadows, Lighting, Detail (Explanation)",Entity Interactions (Score),Entity Interactions (Explanation),Literal Interpretation (Score),Literal Interpretation (Explanation),Conceptual Understanding (Score),Conceptual Understanding (Explanation),Total,Maximum,Score (%)
14,Gemini 2.5 Flash,2,Gravity is followed,2,Mirror is balanced,N/A,,2,Realistic reflection view,2,Realistic,0,"For the reflection, an apple should be in front of the mirror but there’s no apple in front, only behind the mirror.",0,An apple should be in front of the mirror for the reflected apple to be of this distance and size,1,Mirror + Apple’s reflection no actual apple,2,Realistic apple and mirror,2,Realistic,2,Consistent,0,Unrealistic shadow as the shadow is extending outside the mirror to the surface which is impossible,0,No apple in front to be a reflection,2,Apple behind the mirror is correct in terms of literal interpretation,0,No apple in front of the mirror to be a reflection. “Behind the mirror” was understood to be a reflection but the actual object is not present.,17,28,60.7142857142857
14,SD3 Med,2,Gravity is followed,2,Mirror is balanced,N/A,,2,Realistic reflection view,2,Realistic,0,"For the reflection, an apple should be in front of the mirror but there’s no apple in front, only behind the mirror.",0,"An apple should be in front of the mirror for the reflected apple to be of this distance and size. However, the mirror is already at the edge of the surface. So this arrangement is impossible.",1,Mirror + Apple’s reflection no actual apple,2,Realistic apple and mirror,2,Realistic,2,Consistent,2,Realistic,0,No apple in front to be a reflection,2,Apple behind the mirror is correct in terms of literal interpretation,0,No apple in front of the mirror to be a reflection. “Behind the mirror” was understood to be a reflection but the actual object is not present.,19,28,67.8571428571429
15,Dalle3,2,Gravity is followed,2,Balanced structure,1,Bubbles are floating and overflowing,2,Realistic,1,"Nothing indicative of water, water bubbles don’t overflow like this",1,"Boiling causes bubbles and steam to form. However, there’s no heat involved to cause “boiling”",1,The overflowing and floating bubbles isn’t logical,2,1 Pot + Water,1,"Realistic pot, however, unrealistic bubbles to point to water",2,Realistic,2,Consistent,0,Unrealistic lighting and shadows,1,Bubbles aren’t realistic,1,"Water boiling is shown, bubbles aren’t realistic",1,"Boiling water happens in a pot, however, the pot doesn’t look like it’s on top of a stovetop or heat source so the bubbles and steam formation itself is unrealistic",20,30,66.6666666666667
15,Gemini 2.5 Flash,2,Gravity is followed,2,Balanced structure,2,Realistic,2,Realistic,2,Realistic,2,Boiling causes bubbles and steam to form,2,Realistic and logical,2,1 Pot + Water,2,Realistic glass pot + Water + Stovetop,2,Realistic,2,Consistent,2,Realistic,2,"Realistic interaction between pot, fire from stovetop, water",2,Water boiling is shown,2,"Understanding of “boiling” means- pot, heat source, bubbles and steam",30,30,100
15,SD3 Med,2,Gravity is followed,2,Balanced structure,2,Realistic,2,Realistic,2,Realistic,2,Boiling causes bubbles and steam to form,2,Realistic and logical,2,1 Pot + Water,0,Unrealistic pot only one small handle + unrealistic bubbles to point to water (white in color),0,Unrealistic size of bubbles,0,Soldering and handles are different locations on the pot. Color of the element is white which is incorrect. Steam origination also doesn’t look real.,2,Realistic,1,Steam and bubbles are unrealistic,1,"Water boiling is shown, however color doesn’t indicate water",2,"Understanding of “boiling” means- pot, heat source, bubbles and steam",22,30,73.3333333333333
16,Dalle3,2,Gravity is followed,2,Balanced structure,0,Trophy is not fitting inside the suitcase,2,Realistic,2,Realistic,1,Not completely fitting,1,Size of trophy is much bigger than the size of suitcase,2,1 Trophy and 1 Suitcase,2,Realistic suitcase and trophy,1,Comparative sizing is wrong,2,Consistent,2,Realistic,2,Hand on the trophy indicates that the trophy is being tried to fit into the suitcase,1,Shows “big” trophy and “small” suitcase but not “fitting”,2,"Realistic understanding that if the trophy is bigger than suitcase it will not fit. If the trophy is bigger than average and suitcase is smaller than average, but trophy is smaller than suitcase it would fit.",24,30,80
16,Gemini 2.5 Flash,1,"Gravity is followed partially, without support the trophy should be horizontal",1,Not balanced as there’s no support,0,Trophy is not fitting inside the suitcase,2,Realistic,2,Realistic,1,Not completely fitting,1,Size of trophy is much bigger than the size of suitcase,2,1 Trophy and 1 Suitcase,2,Realistic suitcase and trophy,1,Comparative sizing is wrong,2,Consistent,2,Realistic,1,"No hand on the trophy, just on the suitcase is not realistically possible",1,Shows “big” trophy and “small” suitcase but not “fitting”,2,"Realistic understanding that if the trophy is bigger than suitcase it will not fit. If the trophy is bigger than average and suitcase is smaller than average, but trophy is smaller than suitcase it would fit.",21,30,70
16,SD3 Med,2,Gravity is followed,1,Not balanced as there’s no support,0,Trophy is sitting on top of the suitcase so no containment shown here,1,The things between the suitcase and the trophy is not well rendered,2,Realistic,0,No fitting happening,2,Realistic and logical as the trophy is just sitting on top of the suitcase,2,1 Trophy and 1 Suitcase,2,Realistic suitcase and trophy,1,Comparative sizing is wrong,2,Consistent,2,Realistic,0,No interaction,1,Shows “big” trophy and “small” suitcase but not “fitting”,0,No understanding of the “fitting” into,18,30,60
17,Dalle3,2,Gravity is followed,2,Balanced - person is sitting in the car’s trunk and he’s held onto the trophy,2,The person is contained inside the car’s trunk,2,Realistic,1,The person’s foot is deformed in the generated image; Trophy handle is deformed; ,2,Not completely fitting - expected of “struggling to fit”,2,Person holding the trophy and the person is sitting inside the car’s trunk ,2,"Person, Trophy, Car",2,"Car and it's trunk, trophy and person is easily identified",2,Realistic,1,Fingers on the trophy handle and the deformed legs,1,Shadow under the car,2,Held on to the trophy and struggling to fit is shown well,2,Shows “big” trophy that is struggling to fit inside a “small” car trunk,2,Realistic understanding that the trophy to be bigger than the car trunk if it’s struggling to fit and show the effort.,27,30,90
17,Gemini 2.5 Flash,2,Gravity is followed,1,"Trophy is not touching either sides of the box, so this is not a balanced structure given that the trophy is not upright",2,A big trophy struggling to fit is exactly what was being tested,2,Realistic,2,Realistic,2,Not completely fitting - expected of “struggling to fit”,2,Trophy inside the box and ,2,"Person, Box, Trophy",1,Trophy and chest box instead of car trunk (at least expected to understand the difference from last image request),2,Realistic,2,Consistent,2,Realistic,2,Both hands on the box symbolizing “closing” ,2,"If trunk is interpreted as chest box, then this is realistic interpretation",2,Realistic understanding that the trophy to be bigger than the box and if it’s struggling to fit and show the effort.,28,30,93.3333333333333
17,SD3 Med,2,Gravity is followed,2,Balanced structure,0,Trophy is sitting on top of the suitcase so no containment shown here,2,Realistic,1,"The trophy looks deformed, melting and unrealistic. The box looks realistic",0,No fitting happening,2,Trophy just on top of the box,1,"Box, Trophy",0,Trophy is heavily deformed and chest box instead of car trunk. There’s also some dinosaur like object next to trophy that’s not logical.,1,Realistic sizing individually but comparative sizing is wrong,1,"Trophy is not symmetrical, heavily deformed and the dinosaur like object next to it doesn’t help",2,Realistic,0,No interaction,0,"Nothing indicative of “big trophy”, “small trunk” or “fit”",0,No understanding of the “fit”,14,30,46.6666666666667
18,Dalle3,2,Gravity is followed,2,Balanced structure,N/A,Nothing indicative of containment in the picture,2,Realistic,2,Realistic,0,Manual vacuum cleaners need it to be held by someone for the cleaning to happen,2,Realistic and logical,1,Vacuum cleaner and some furnitures but no person,1,"No cord visible, pipes connection to different components ",2,Realistic,1,Pipes not fully formed,2,Realistic,0,No interaction,2,Vacuum cleaner in an indoor room scenario with all it’s parts to show “cleaning”,0,"Nothing indicative of cleaning- no cord, no person holding onto the vacuum cleaner",19,28,67.8571428571429
18,Gemini 2.5 Flash,1,"Gravity is followed mostly, some floating elements",2,Balanced structure,2,Debris collected well,2,Realistic,2,Realistic,2,Manual vacuum cleaners need it to be held by someone for the cleaning to happen,2,Realistic and logical,2,"Vacuum cleaner, person and some furnitures",2,Realistic vacuum cleaner,2,Realistic,2,Realistic,2,Realistic,1,Realistic interaction but the stones flying isn’t realistic,2,Vacuum cleaner in an indoor room scenario with all it’s parts to show “cleaning”,2,"Person holding vacuum cleaner while cleaning is in progress, dust etc. to show “cleaning”",28,30,93.3333333333333
18,SD3 Med,2,Gravity is followed,0,"Not a stable structure, alignment and placement",N/A,Nothing indicative of containment in the picture,2,Realistic,2,Realistic,0,Manual vacuum cleaners need it to be held by someone for the cleaning to happen,2,Realistic and logical,1,Vacuum cleaner and some furnitures but no person,1,"No cord visible, pipes connection to different components ",2,Realistic,1,Pipes not fully formed,0,No shadows,0,No interaction,2,Vacuum cleaner in an indoor room scenario with all it’s parts to show “cleaning”,0,"Nothing indicative of cleaning- no cord, no person holding onto the vacuum cleaner",15,28,53.5714285714286
19,Dalle3,2,Gravity is followed,2,Balanced structure,N/A,,2,Realistic,2,Realistic,N/A,,2,Realistic indoor setting,2,Vacuum cleaner and some furnitures,0,"No cord visible, pipes connection to different components, no holdable element, all settings in the bottom which is unrealistic",1,Somewhat unrealistic proportion,2,Realistic,0,No shadows,N/A,,1,"Vacuum cleaner in an indoor room scenario with all it’s parts fully connected and formed, however, unrealistic the vacuum cleaner looks",N/A,,16,22,72.7272727272727
19,Gemini 2.5 Flash,2,Gravity is followed,2,Balanced structure,N/A,,2,Realistic,2,Realistic,N/A,,2,Realistic indoor setting,2,Vacuum cleaner and some furnitures,2,Realistic vacuum cleaner,2,Realistic,2,Realistic,2,Realistic,N/A,,2,Vacuum cleaner in an indoor room scenario with all it’s parts fully connected and formed,N/A,,22,22,100
